Uniprot accession	Primary gene name	Protein names	Gene names	PepCount	log2 fold change naive/primed	q-value	NAIVE_R1	NAIVE_R2	NAIVE_R3	PRIMED_A1	PRIMED_A2	PRIMED_E1	PRIMED_E2	Biological process	Molecular function	Cellular component
Q13191	CBLB	E3 ubiquitin-protein ligase CBL-B (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene b) (RING finger protein 56) (RING-type E3 ubiquitin transferase CBL-B) (SH3-binding protein CBL-B) (Signal transduction protein CBL-B)	CBLB RNF56 Nbla00127	2	-0.369	0.130881	5271043.4	8359319.1	7565621.9	9999608.6	8384388.3	6872575.4	11144953.0	NLS-bearing protein import into nucleus [GO:0006607]; cell surface receptor signaling pathway [GO:0007166]; negative regulation of epidermal growth factor-activated receptor activity [GO:0007175]; regulation of platelet-derived growth factor receptor-alpha signaling pathway [GO:2000583]; signal transduction [GO:0007165]	SH3 domain binding [GO:0017124]; calcium ion binding [GO:0005509]; phosphotyrosine residue binding [GO:0001784]; receptor tyrosine kinase binding [GO:0030971]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]	cytosol [GO:0005829]; membrane raft [GO:0045121]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
Q9NS86	LANCL2	LanC-like protein 2 (Testis-specific adriamycin sensitivity protein)	LANCL2 GPR69B TASP	11	-0.369	0.038158	46375616.7	51831107.1	46074195.9	69997436.3	61271904.2	54544479.4	63228134.9	"negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of abscisic acid-activated signaling pathway [GO:0009789]"	ATP binding [GO:0005524]; GTP binding [GO:0005525]; catalytic activity [GO:0003824]; phosphatidylinositol-3-phosphate binding [GO:0032266]; phosphatidylinositol-4-phosphate binding [GO:0070273]; phosphatidylinositol-5-phosphate binding [GO:0010314]	cortical actin cytoskeleton [GO:0030864]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q86YL7	PDPN	Podoplanin (Aggrus) (Glycoprotein 36) (Gp36) (PA2.26 antigen) (T1-alpha) (T1A) [Cleaved into: 29kDa cytosolic podoplanin intracellular domain (PICD)]	PDPN GP36 PSEC0003 PSEC0025	2	-0.370	0.094316	40773915.2	30731531.2	23635594.3	38335019.9	39962480.5	45321472.6	36849077.1	"Rho protein signal transduction [GO:0007266]; actin-mediated cell contraction [GO:0070252]; amino acid transmembrane transport [GO:0003333]; cell morphogenesis [GO:0000902]; folic acid transport [GO:0015884]; invadopodium organization [GO:1905863]; lung development [GO:0030324]; lymph node development [GO:0048535]; lymphangiogenesis [GO:0001946]; lymphatic endothelial cell fate commitment [GO:0060838]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell population proliferation [GO:0008285]; platelet activation [GO:0030168]; positive regulation of cell migration [GO:0030335]; positive regulation of cellular component movement [GO:0051272]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of extracellular matrix disassembly [GO:0090091]; positive regulation of platelet aggregation [GO:1901731]; regulation of cell shape [GO:0008360]; regulation of lamellipodium morphogenesis [GO:2000392]; regulation of myofibroblast contraction [GO:1904328]; regulation of substrate adhesion-dependent cell spreading [GO:1900024]; water transport [GO:0006833]; wound healing, spreading of cells [GO:0044319]"	chaperone binding [GO:0051087]; chemokine binding [GO:0019956]; signaling receptor binding [GO:0005102]	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; cell junction [GO:0030054]; cell projection [GO:0042995]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; filopodium [GO:0030175]; filopodium membrane [GO:0031527]; integral component of plasma membrane [GO:0005887]; invadopodium [GO:0071437]; lamellipodium [GO:0030027]; lamellipodium membrane [GO:0031258]; leading edge of lamellipodium [GO:0061851]; membrane [GO:0016020]; membrane raft [GO:0045121]; microvillus membrane [GO:0031528]; plasma membrane [GO:0005886]; ruffle [GO:0001726]; ruffle membrane [GO:0032587]; tetraspanin-enriched microdomain [GO:0097197]
P46939	UTRN	Utrophin (Dystrophin-related protein 1) (DRP-1)	UTRN DMDL DRP1	112	-0.372	0.110029	43927018.2	52743184.4	45785541.7	80545931.9	54611357.7	45631909.2	70161565.2	muscle contraction [GO:0006936]; muscle organ development [GO:0007517]; neuromuscular junction development [GO:0007528]; positive regulation of cell-matrix adhesion [GO:0001954]; regulation of sodium ion transmembrane transporter activity [GO:2000649]; response to denervation involved in regulation of muscle adaptation [GO:0014894]	actin binding [GO:0003779]; actin filament binding [GO:0051015]; integrin binding [GO:0005178]; protein kinase binding [GO:0019901]; vinculin binding [GO:0017166]; zinc ion binding [GO:0008270]	cell junction [GO:0030054]; cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; dystrophin-associated glycoprotein complex [GO:0016010]; extracellular exosome [GO:0070062]; filopodium [GO:0030175]; filopodium membrane [GO:0031527]; growth cone [GO:0030426]; membrane [GO:0016020]; neuromuscular junction [GO:0031594]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; protein-containing complex [GO:0032991]; sarcolemma [GO:0042383]
Q14689	DIP2A	Disco-interacting protein 2 homolog A (DIP2 homolog A)	DIP2A C21orf106 DIP2 KIAA0184	2	-0.372	0.083219	3106554.8	4012215.0	3207127.9	5034096.2	4291622.6	3410874.8	5209261.0	multicellular organism development [GO:0007275]; negative regulation of gene expression [GO:0010629]; regulation of apoptotic process [GO:0042981]	catalytic activity [GO:0003824]	cell surface [GO:0009986]; nucleus [GO:0005634]
Q6NW40	RGMB	RGM domain family member B (DRG11-responsive axonal guidance and outgrowth of neurite) (DRAGON)	RGMB	2	-0.375	0.134153	6553409.2	6570486.6	5340780.9	6627658.3	5846558.2	10309201.9	9974327.1	"BMP signaling pathway [GO:0030509]; cell adhesion [GO:0007155]; positive regulation of transcription, DNA-templated [GO:0045893]; signal transduction [GO:0007165]"	coreceptor activity [GO:0015026]; identical protein binding [GO:0042802]	anchored component of plasma membrane [GO:0046658]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]
O75534	CSDE1	Cold shock domain-containing protein E1 (N-ras upstream gene protein) (Protein UNR)	CSDE1 D1S155E KIAA0885 NRU UNR	30	-0.377	0.031720	63238068.2	75180493.7	66258951.0	95967417.0	84698941.3	81748662.5	91689095.8	"male gonad development [GO:0008584]; nuclear-transcribed mRNA catabolic process, no-go decay [GO:0070966]"	RNA binding [GO:0003723]	CRD-mediated mRNA stability complex [GO:0070937]; Golgi apparatus [GO:0005794]; cytosol [GO:0005829]; plasma membrane [GO:0005886]
P04632	CAPNS1	Calpain small subunit 1 (CSS1) (Calcium-activated neutral proteinase small subunit) (CANP small subunit) (Calcium-dependent protease small subunit) (CDPS) (Calcium-dependent protease small subunit 1) (Calpain regulatory subunit)	CAPNS1 CAPN4 CAPNS	4	-0.381	0.051750	11159688.6	14086483.1	12060933.0	13939012.9	14632056.8	18529059.8	17843792.4	cornification [GO:0070268]; extracellular matrix disassembly [GO:0022617]; positive regulation of cell population proliferation [GO:0008284]; regulation of macroautophagy [GO:0016241]	calcium ion binding [GO:0005509]; calcium-dependent cysteine-type endopeptidase activity [GO:0004198]	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; plasma membrane [GO:0005886]
Q9UBC2	EPS15L1	Epidermal growth factor receptor substrate 15-like 1 (Eps15-related protein) (Eps15R)	EPS15L1 EPS15R	3	-0.383	0.035921	15037440.6	17585932.3	15207152.4	21508279.4	20049981.7	23528304.1	18231948.8	endocytosis [GO:0006897]; membrane organization [GO:0061024]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]	cadherin binding [GO:0045296]; calcium ion binding [GO:0005509]	clathrin coat of coated pit [GO:0030132]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q15084	PDIA6	Protein disulfide-isomerase A6 (EC 5.3.4.1) (Endoplasmic reticulum protein 5) (ER protein 5) (ERp5) (Protein disulfide isomerase P5) (Thioredoxin domain-containing protein 7)	PDIA6 ERP5 P5 TXNDC7	19	-0.385	0.076785	84662143.6	105138901.9	87770572.1	126308608.9	93536890.4	154051175.4	114854951.7	IRE1-mediated unfolded protein response [GO:0036498]; cell redox homeostasis [GO:0045454]; cellular protein metabolic process [GO:0044267]; post-translational protein modification [GO:0043687]; protein folding [GO:0006457]	peptide disulfide oxidoreductase activity [GO:0015037]; protein disulfide isomerase activity [GO:0003756]	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum chaperone complex [GO:0034663]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; melanosome [GO:0042470]; plasma membrane [GO:0005886]
Q8WUD1	RAB2B	Ras-related protein Rab-2B	RAB2B	3	-0.385	0.043783	6826243.2	8762211.9	6846264.6	11289499.7	8915823.5	9458440.1	9289625.2	Rab protein signal transduction [GO:0032482]; intracellular protein transport [GO:0006886]; positive regulation of exocytosis [GO:0045921]; vesicle-mediated transport [GO:0016192]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	Golgi membrane [GO:0000139]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; plasma membrane [GO:0005886]; presynapse [GO:0098793]
Q14160	SCRIB	Protein scribble homolog (Scribble) (hScrib) (Protein LAP4)	SCRIB CRIB1 KIAA0147 LAP4 SCRB1 VARTUL	68	-0.388	0.065824	97209389.3	128767566.1	115171560.0	175747321.1	143648948.1	116865157.1	161836709.7	"activation of GTPase activity [GO:0090630]; apoptotic process involved in morphogenesis [GO:0060561]; astrocyte cell migration [GO:0043615]; auditory receptor cell stereocilium organization [GO:0060088]; cell migration [GO:0016477]; cell population proliferation [GO:0008283]; cell-cell adhesion [GO:0098609]; cochlear nucleus development [GO:0021747]; establishment of apical/basal cell polarity [GO:0035089]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; mammary gland duct morphogenesis [GO:0060603]; negative regulation of mitotic cell cycle [GO:0045930]; neural tube closure [GO:0001843]; neurotransmitter receptor transport postsynaptic membrane to endosome [GO:0098968]; neurotransmitter receptor transport, endosome to postsynaptic membrane [GO:0098887]; positive chemotaxis [GO:0050918]; positive regulation of apoptotic process [GO:0043065]; positive regulation of receptor recycling [GO:0001921]; post-anal tail morphogenesis [GO:0036342]; protein localization to adherens junction [GO:0071896]; receptor clustering [GO:0043113]; receptor localization to synapse [GO:0097120]; regulation of postsynaptic neurotransmitter receptor internalization [GO:0099149]; suppression by virus of host STAT1 activity [GO:0039563]; suppression by virus of host STAT2 activity [GO:0039564]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; synaptic vesicle endocytosis [GO:0048488]; synaptic vesicle targeting [GO:0016080]; wound healing [GO:0042060]"	cadherin binding [GO:0045296]; ionotropic glutamate receptor binding [GO:0035255]	Scrib-APC-beta-catenin complex [GO:0034750]; basolateral plasma membrane [GO:0016323]; cell junction [GO:0030054]; cell-cell adherens junction [GO:0005913]; cell-cell contact zone [GO:0044291]; cell-cell junction [GO:0005911]; extracellular exosome [GO:0070062]; extrinsic component of postsynaptic density membrane [GO:0099147]; glutamatergic synapse [GO:0098978]; lamellipodium [GO:0030027]; myelin sheath abaxonal region [GO:0035748]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; presynapse [GO:0098793]; synapse [GO:0045202]
Q2PPJ7	RALGAPA2	Ral GTPase-activating protein subunit alpha-2 (250 kDa substrate of Akt) (AS250) (p220)	RALGAPA2 C20orf74 KIAA1272	12	-0.392	0.021197	4495018.3	4785815.5	4166615.9	5909643.9	6161394.0	5625748.6	5804223.4	activation of GTPase activity [GO:0090630]; regulation of small GTPase mediated signal transduction [GO:0051056]	GTPase activator activity [GO:0005096]; protein heterodimerization activity [GO:0046982]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular space [GO:0005615]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q96AC1	FERMT2	Fermitin family homolog 2 (Kindlin-2) (Mitogen-inducible gene 2 protein) (MIG-2) (Pleckstrin homology domain-containing family C member 1) (PH domain-containing family C member 1)	FERMT2 KIND2 MIG2 PLEKHC1	18	-0.393	0.035358	20840945.0	28420845.2	24843259.6	33520052.4	31361539.2	34157867.6	29871856.9	Wnt signaling pathway [GO:0016055]; cell junction assembly [GO:0034329]; cell-matrix adhesion [GO:0007160]; focal adhesion assembly [GO:0048041]; integrin activation [GO:0033622]; integrin-mediated signaling pathway [GO:0007229]; protein localization to membrane [GO:0072657]; regulation of cell shape [GO:0008360]; substrate adhesion-dependent cell spreading [GO:0034446]; transforming growth factor beta receptor signaling pathway [GO:0007179]	"actin filament binding [GO:0051015]; phosphatidylinositol-3,4,5-trisphosphate binding [GO:0005547]"	I band [GO:0031674]; cell cortex [GO:0005938]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; focal adhesion [GO:0005925]; lamellipodium membrane [GO:0031258]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; stress fiber [GO:0001725]
O95782	AP2A1	AP-2 complex subunit alpha-1 (100 kDa coated vesicle protein A) (Adaptor protein complex AP-2 subunit alpha-1) (Adaptor-related protein complex 2 subunit alpha-1) (Alpha-adaptin A) (Alpha1-adaptin) (Clathrin assembly protein complex 2 alpha-A large chain) (Plasma membrane adaptor HA2/AP2 adaptin alpha A subunit)	AP2A1 ADTAA CLAPA1	19	-0.399	0.032527	17966654.3	25055661.8	22083226.7	28889985.4	27579133.8	28778817.3	28165226.9	"Golgi to endosome transport [GO:0006895]; Wnt signaling pathway, planar cell polarity pathway [GO:0060071]; antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; clathrin-dependent endocytosis [GO:0072583]; endocytosis [GO:0006897]; ephrin receptor signaling pathway [GO:0048013]; intracellular protein transport [GO:0006886]; low-density lipoprotein particle clearance [GO:0034383]; low-density lipoprotein particle receptor catabolic process [GO:0032802]; membrane organization [GO:0061024]; negative regulation of hyaluronan biosynthetic process [GO:1900126]; positive regulation of neuron projection development [GO:0010976]; positive regulation of receptor-mediated endocytosis [GO:0048260]; regulation of defense response to virus by virus [GO:0050690]"	clathrin adaptor activity [GO:0035615]; low-density lipoprotein particle receptor binding [GO:0050750]; protein C-terminus binding [GO:0008022]; protein kinase binding [GO:0019901]; protein-containing complex binding [GO:0044877]	AP-2 adaptor complex [GO:0030122]; apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; clathrin coat of trans-Golgi network vesicle [GO:0030130]; clathrin-coated endocytic vesicle [GO:0045334]; clathrin-coated endocytic vesicle membrane [GO:0030669]; cytosol [GO:0005829]; endocytic vesicle membrane [GO:0030666]; endolysosome membrane [GO:0036020]; filopodium tip [GO:0032433]; membrane [GO:0016020]; plasma membrane [GO:0005886]
Q8WXG6	MADD	MAP kinase-activating death domain protein (Differentially expressed in normal and neoplastic cells) (Insulinoma glucagonoma clone 20) (Rab3 GDP/GTP exchange factor)	MADD DENN IG20 KIAA0358	4	-0.403	0.048696	5731381.2	5529511.9	4390107.4	8228082.4	5845661.8	6332833.9	7232382.8	activation of MAPK activity [GO:0000187]; cell surface receptor signaling pathway [GO:0007166]; execution phase of apoptosis [GO:0097194]; regulation of Rab protein signal transduction [GO:0032483]; regulation of apoptotic process [GO:0042981]; regulation of cell cycle [GO:0051726]; regulation of extrinsic apoptotic signaling pathway [GO:2001236]; regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902041]; regulation of tumor necrosis factor-mediated signaling pathway [GO:0010803]	Rab guanyl-nucleotide exchange factor activity [GO:0017112]; death receptor binding [GO:0005123]; protein kinase activator activity [GO:0030295]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q86UE4	MTDH	Protein LYRIC (3D3/LYRIC) (Astrocyte elevated gene-1 protein) (AEG-1) (Lysine-rich CEACAM1 co-isolated protein) (Metadherin) (Metastasis adhesion protein)	MTDH AEG1 LYRIC	2	-0.409	0.042118	1481474.5	1820163.1	1507063.9	2008599.1	1741172.0	2369941.8	2433824.8	bicellular tight junction assembly [GO:0070830]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; negative regulation of apoptotic process [GO:0043066]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of angiogenesis [GO:0045766]; positive regulation of autophagy [GO:0010508]; positive regulation of protein kinase B signaling [GO:0051897]	NF-kappaB binding [GO:0051059]; RNA binding [GO:0003723]; RNA polymerase II transcription factor binding [GO:0001085]; double-stranded RNA binding [GO:0003725]; transcription coactivator activity [GO:0003713]	apical plasma membrane [GO:0016324]; bicellular tight junction [GO:0005923]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; fibrillar center [GO:0001650]; integral component of membrane [GO:0016021]; intercellular canaliculus [GO:0046581]; nuclear body [GO:0016604]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
O43900	PRICKLE3	Prickle planar cell polarity protein 3 (LIM domain only protein 6) (LMO-6) (Prickle-like protein 3) (Pk3) (Triple LIM domain protein 6)	PRICKLE3 LMO6	3	-0.410	0.035459	3388956.0	3307604.8	3051834.0	4807832.7	3532834.5	4110640.0	4950304.5	cell projection organization [GO:0030030]; multicellular organism development [GO:0007275]	zinc ion binding [GO:0008270]	centrosome [GO:0005813]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q86YS7	C2CD5	C2 domain-containing protein 5 (C2 domain-containing phosphoprotein of 138 kDa)	C2CD5 CDP138 KIAA0528	29	-0.413	0.031159	32280599.3	35731261.5	30247435.8	48495192.5	42281780.2	36330073.0	48117959.4	cellular response to insulin stimulus [GO:0032869]; insulin receptor signaling pathway via phosphatidylinositol 3-kinase [GO:0038028]; intracellular protein transmembrane transport [GO:0065002]; positive regulation of glucose import [GO:0046326]; positive regulation of glucose transmembrane transport [GO:0010828]; positive regulation of protein targeting to membrane [GO:0090314]; positive regulation of vesicle fusion [GO:0031340]; protein localization to plasma membrane [GO:0072659]; vesicle fusion [GO:0006906]	calcium ion binding [GO:0005509]; calcium-dependent phospholipid binding [GO:0005544]	cell cortex [GO:0005938]; cytoplasmic vesicle membrane [GO:0030659]; cytosol [GO:0005829]; microtubule organizing center [GO:0005815]; plasma membrane [GO:0005886]; ruffle membrane [GO:0032587]
P61106	RAB14	Ras-related protein Rab-14	RAB14	11	-0.414	0.046107	45129718.2	54762172.5	38022322.8	62953663.1	56482157.7	71366402.2	53056612.0	Golgi to endosome transport [GO:0006895]; Rab protein signal transduction [GO:0032482]; defense response to bacterium [GO:0042742]; endocytic recycling [GO:0032456]; fibroblast growth factor receptor signaling pathway [GO:0008543]; intracellular protein transport [GO:0006886]; intracellular transport [GO:0046907]; neutrophil degranulation [GO:0043312]; phagolysosome assembly involved in apoptotic cell clearance [GO:0090387]; phosphatidylinositol biosynthetic process [GO:0006661]; regulation of embryonic development [GO:0045995]; regulation of protein localization [GO:0032880]; vesicle-mediated transport [GO:0016192]	GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; myosin V binding [GO:0031489]	Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; cytosol [GO:0005829]; early endosome [GO:0005769]; early endosome membrane [GO:0031901]; extracellular exosome [GO:0070062]; intracellular [GO:0005622]; intracellular membrane-bounded organelle [GO:0043231]; late endosome [GO:0005770]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; nuclear outer membrane-endoplasmic reticulum membrane network [GO:0042175]; perinuclear region of cytoplasm [GO:0048471]; phagocytic vesicle [GO:0045335]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; recycling endosome membrane [GO:0055038]; rough endoplasmic reticulum [GO:0005791]; tertiary granule membrane [GO:0070821]; trans-Golgi network [GO:0005802]; trans-Golgi network transport vesicle [GO:0030140]
O60784	TOM1	Target of Myb protein 1	TOM1	15	-0.415	0.017790	34292073.3	38719245.7	34736513.8	50850207.7	49541921.3	47457706.6	43751115.1	endocytosis [GO:0006897]; endosomal transport [GO:0016197]; intracellular protein transport [GO:0006886]; neutrophil degranulation [GO:0043312]; protein transport [GO:0015031]	clathrin binding [GO:0030276]	azurophil granule membrane [GO:0035577]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; early endosome [GO:0005769]; endosome [GO:0005768]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; plasma membrane [GO:0005886]; specific granule membrane [GO:0035579]
Q9Y2G3	ATP11B	Probable phospholipid-transporting ATPase IF (EC 3.6.3.1) (ATPase IR) (ATPase class VI type 11B) (P4-ATPase flippase complex alpha subunit ATP11B)	ATP11B ATPIF ATPIR KIAA0956	10	-0.416	0.024740	8780125.1	10663769.9	8271651.0	12958319.1	12833539.5	12115478.0	11174317.9	aminophospholipid transport [GO:0015917]; ion transmembrane transport [GO:0034220]; ion transport [GO:0006811]; neutrophil degranulation [GO:0043312]; phospholipid translocation [GO:0045332]	ATP binding [GO:0005524]; ATPase-coupled intramembrane lipid transporter activity [GO:0140326]; ion transmembrane transporter activity [GO:0015075]; magnesium ion binding [GO:0000287]	azurophil granule membrane [GO:0035577]; early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; nuclear inner membrane [GO:0005637]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; recycling endosome membrane [GO:0055038]; trans-Golgi network [GO:0005802]
O75386	TULP3	Tubby-related protein 3 (Tubby-like protein 3)	TULP3 TUBL3	4	-0.416	0.024141	8936517.2	10066097.2	8545885.0	14250370.7	11702126.7	11933756.8	11222322.0	"G protein-coupled receptor signaling pathway [GO:0007186]; anterior/posterior pattern specification [GO:0009952]; bone development [GO:0060348]; brain development [GO:0007420]; bronchus morphogenesis [GO:0060434]; central nervous system neuron differentiation [GO:0021953]; embryonic camera-type eye development [GO:0031076]; embryonic digit morphogenesis [GO:0042733]; embryonic neurocranium morphogenesis [GO:0048702]; ganglion development [GO:0061548]; negative regulation of smoothened signaling pathway [GO:0045879]; negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning [GO:1901621]; negative regulation of smoothened signaling pathway involved in ventral spinal cord patterning [GO:0021914]; neural tube closure [GO:0001843]; protein localization to cilium [GO:0061512]; regulation of G protein-coupled receptor signaling pathway [GO:0008277]; regulation of transcription, DNA-templated [GO:0006355]; smoothened signaling pathway involved in dorsal/ventral neural tube patterning [GO:0060831]"	"G protein-coupled receptor binding [GO:0001664]; enzyme binding [GO:0019899]; intraciliary transport particle A binding [GO:0120160]; phosphatidylinositol binding [GO:0035091]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; protein-containing complex binding [GO:0044877]"	9+0 non-motile cilium [GO:0097731]; axoneme [GO:0005930]; ciliary base [GO:0097546]; cilium [GO:0005929]; extracellular region [GO:0005576]; nucleolus [GO:0005730]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q9BZE9	ASPSCR1	Tether containing UBX domain for GLUT4 (Alveolar soft part sarcoma chromosomal region candidate gene 1 protein) (Alveolar soft part sarcoma locus) (Renal papillary cell carcinoma protein 17) (UBX domain-containing protein 9)	ASPSCR1 ASPL RCC17 TUG UBXD9 UBXN9	3	-0.416	0.033135	1683394.7	2349855.5	2215882.9	2906401.5	2504574.0	2926019.2	2692070.4	glucose homeostasis [GO:0042593]; intracellular protein transport [GO:0006886]; positive regulation of protein modification process [GO:0031401]; regulation of glucose import [GO:0046324]	0	cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; endomembrane system [GO:0012505]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; extrinsic component of membrane [GO:0019898]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; vesicle membrane [GO:0012506]
P32019	INPP5B	"Type II inositol 1,4,5-trisphosphate 5-phosphatase (EC 3.1.3.36) (75 kDa inositol polyphosphate-5-phosphatase) (Phosphoinositide 5-phosphatase) (5PTase)"	INPP5B OCRL2	9	-0.419	0.029189	15440495.8	18430269.1	15359235.6	25511071.4	19568297.9	19917184.9	22968509.9	flagellated sperm motility [GO:0030317]; in utero embryonic development [GO:0001701]; inositol phosphate dephosphorylation [GO:0046855]; inositol phosphate metabolic process [GO:0043647]; phosphatidylinositol dephosphorylation [GO:0046856]; regulation of protein processing [GO:0070613]; regulation of small GTPase mediated signal transduction [GO:0051056]; signal transduction [GO:0007165]; spermatogenesis [GO:0007283]	"inositol-1,4,5-trisphosphate 5-phosphatase activity [GO:0052658]; metal ion binding [GO:0046872]; phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity [GO:0004439]"	Golgi apparatus [GO:0005794]; cytosol [GO:0005829]; early endosome membrane [GO:0031901]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]
Q5VVJ2	MYSM1	"Histone H2A deubiquitinase MYSM1 (2A-DUB) (EC 3.4.19.-) (Myb-like, SWIRM and MPN domain-containing protein 1)"	MYSM1 KIAA1915	4	-0.426	0.023958	2616557.0	3245848.7	2885409.9	4534441.2	3590965.2	3666886.3	3882360.7	chromatin remodeling [GO:0006338]; monoubiquitinated histone H2A deubiquitination [GO:0035522]; pigmentation [GO:0043473]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein deubiquitination [GO:0016579]; regulation of cell migration [GO:0030334]; regulation of hair follicle development [GO:0051797]; regulation of hemopoiesis [GO:1903706]	"DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; histone binding [GO:0042393]; metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]; thiol-dependent ubiquitin-specific protease activity [GO:0004843]; thiol-dependent ubiquitinyl hydrolase activity [GO:0036459]; transcription coactivator activity [GO:0003713]"	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]
